name,owner,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,url,description
protobuf,protocolbuffers,68867,4015,7786,195,0,C++,6640,6407,96.49096385542168,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format
cpython,python,68497,3115,52827,0,0,Python,73371,66133,90.13506698831964,https://github.com/python/cpython,The Python programming language
browser-use,browser-use,68483,296,990,74,0,Python,1059,551,52.03021718602455,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
node,base,68464,934,186,54,0,Go,241,190,78.83817427385893,https://github.com/base/node,Everything required to run your own Base node
sherlock,sherlock-project,68166,2434,642,1,0,Python,1075,971,90.32558139534885,https://github.com/sherlock-project/sherlock,Hunt down social media accounts by username across social networks
imgui,ocornut,67745,4051,405,114,0,C++,6536,5524,84.51652386780906,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies
superset,apache,67715,3685,14847,233,0,TypeScript,11639,11171,95.97903599965633,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform
express,expressjs,67581,5901,461,160,0,JavaScript,3991,3887,97.39413680781759,https://github.com/expressjs/express,"Fast, unopinionated, minimalist web framework for node."
openai-cookbook,openai,67367,1261,863,0,0,Jupyter Notebook,602,558,92.69102990033223,https://github.com/openai/openai-cookbook,Examples and guides for using the OpenAI API
new-pac,Alvin9999,67331,3440,0,0,0,Python,1773,1334,75.23970671178793,https://github.com/Alvin9999/new-pac,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子
LLMs-from-scratch,rasbt,67081,761,390,0,0,Jupyter Notebook,176,172,97.72727272727273,https://github.com/rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
awesome-mcp-servers,punkpeye,67047,266,920,0,0,Unknown,103,74,71.84466019417476,https://github.com/punkpeye/awesome-mcp-servers,A collection of MCP servers.
cs-self-learning,PKUFlyingPig,66658,1403,297,5,0,HTML,210,104,49.523809523809526,https://github.com/PKUFlyingPig/cs-self-learning,计算机自学指南
Chart.js,chartjs,66408,4541,3002,116,0,JavaScript,7266,6804,93.64161849710982,https://github.com/chartjs/Chart.js,Simple HTML5 Charts using the <canvas> tag
localsend,localsend,66386,981,667,24,0,Dart,1432,645,45.04189944134078,https://github.com/localsend/localsend,An open-source cross-platform alternative to AirDrop
obs-studio,obsproject,66352,4344,5241,223,0,C,4607,3934,85.39179509442152,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording
caddy,caddyserver,66335,3874,2128,130,0,Go,4334,4155,95.8698661744347,https://github.com/caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS
ansible,ansible,66019,4918,39195,162,0,Python,33033,32478,98.3198619562256,https://github.com/ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com."
awesome-cpp,fffaraz,65830,4055,801,0,0,Unknown,583,237,40.651801029159515,https://github.com/fffaraz/awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff."
tabby,Eugeny,65664,3165,1489,200,0,TypeScript,5727,3419,59.69966823817007,https://github.com/Eugeny/tabby,A terminal for a more modern age
uv,astral-sh,65619,690,7211,209,0,Rust,7389,5465,73.9612938151306,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust."
33-js-concepts,leonardomso,65530,2545,252,0,0,JavaScript,103,81,78.64077669902912,https://github.com/leonardomso/33-js-concepts,📜 33 JavaScript concepts every developer should know.
webpack,webpack,65494,4914,5110,438,0,JavaScript,10089,9970,98.82049757161265,https://github.com/webpack/webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff."
servers,modelcontextprotocol,65411,277,890,19,0,TypeScript,634,458,72.2397476340694,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers
act,nektos,65292,2424,1049,88,0,Go,1281,1062,82.90398126463701,https://github.com/nektos/act,Run your GitHub Actions locally 🚀
SecLists,danielmiessler,65115,4934,681,28,0,PHP,298,292,97.98657718120806,https://github.com/danielmiessler/SecLists,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more."
AppFlowy,AppFlowy-IO,65039,1529,3886,111,0,Dart,3622,2646,73.05356156819437,https://github.com/AppFlowy-IO/AppFlowy,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative."
gpt4free,xtekky,64997,877,820,337,0,Python,1868,1861,99.62526766595289,https://github.com/xtekky/gpt4free,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5"
javascript-questions,lydiahallie,64787,2264,328,0,0,Unknown,250,233,93.2,https://github.com/lydiahallie/javascript-questions,"A long list of (advanced) JavaScript questions, and their explanations :sparkles:  "
lobe-chat,lobehub,64757,825,2515,1000,0,TypeScript,4341,3443,79.31352222990094,https://github.com/lobehub/lobe-chat,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application."
awesome-scalability,binhnguyennus,64690,2796,36,0,0,Unknown,0,0,0,https://github.com/binhnguyennus/awesome-scalability,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems"
Stirling-PDF,Stirling-Tools,64557,938,2220,135,0,Java,1395,1077,77.20430107526882,https://github.com/Stirling-Tools/Stirling-PDF,#1 Locally hosted web application that allows you to perform various operations on PDF files
echarts,apache,64435,4525,1448,122,0,TypeScript,19089,17231,90.26664571219027,https://github.com/apache/echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser"
interviews,kdn251,64383,3111,42,0,0,Java,56,24,42.857142857142854,https://github.com/kdn251/interviews,Everything you need to know to get the job.
zed,zed-industries,64276,1645,16397,969,0,Rust,14124,11509,81.48541489662985,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter."
awesome-public-datasets,awesomedata,64150,3929,188,1,0,Unknown,118,48,40.67796610169492,https://github.com/awesomedata/awesome-public-datasets,A topic-centric list of HQ open datasets.
lazygit,jesseduffield,63935,2653,1690,169,0,Go,2292,1595,69.58987783595113,https://github.com/jesseduffield/lazygit,simple terminal UI for git commands
nocode,kelseyhightower,63783,2754,1,1,0,Dockerfile,4863,716,14.723421756117622,https://github.com/kelseyhightower/nocode,The best way to write secure and reliable applications. Write nothing; deploy nowhere.
the-algorithm,twitter,63510,880,2,0,0,Scala,1010,729,72.17821782178217,https://github.com/twitter/the-algorithm,Source code for Twitter's Recommendation Algorithm
keras,keras-team,63359,3801,4243,81,0,Python,12528,12295,98.14016602809707,https://github.com/keras-team/keras,Deep Learning for humans
anime,juliangarnier,63351,3449,79,22,0,JavaScript,793,718,90.54224464060529,https://github.com/juliangarnier/anime,JavaScript animation engine
scikit-learn,scikit-learn,63109,5485,13465,47,0,Python,11655,10078,86.46932646932648,https://github.com/scikit-learn/scikit-learn,scikit-learn: machine learning in Python
ragflow,infiniflow,62925,620,3746,31,0,TypeScript,4986,2303,46.189330124348174,https://github.com/infiniflow/ragflow,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
design-resources-for-developers,bradtraversy,62814,1935,949,0,0,Unknown,104,104,100.0,https://github.com/bradtraversy/design-resources-for-developers,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more"
Java,TheAlgorithms,62794,3325,2020,0,0,Java,1108,1101,99.36823104693141,https://github.com/TheAlgorithms/Java,All Algorithms implemented in Java
annotated_deep_learning_paper_implementations,labmlai,62694,1824,101,0,0,Python,137,113,82.48175182481752,https://github.com/labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠"
resume.github.com,resume,62592,5312,84,0,0,JavaScript,122,66,54.09836065573771,https://github.com/resume/resume.github.com,Resumes generated using the GitHub informations
Apollo-11,chrislgarry,62508,4160,343,0,0,Assembly,382,326,85.34031413612566,https://github.com/chrislgarry/Apollo-11,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.
OpenHands,All-Hands-AI,62456,528,5126,76,0,Python,3290,2954,89.7872340425532,https://github.com/All-Hands-AI/OpenHands,"🙌 OpenHands: Code Less, Make More"
awesome-courses,prakhar1989,62361,3933,194,0,0,Unknown,81,39,48.148148148148145,https://github.com/prakhar1989/awesome-courses,:books: List of awesome university courses for learning Computer Science!
socket.io,socketio,62325,5643,435,75,0,TypeScript,3616,3423,94.66261061946902,https://github.com/socketio/socket.io,Realtime application framework (Node.JS server)
awesome-nodejs,sindresorhus,62320,4061,418,0,0,Unknown,104,102,98.07692307692307,https://github.com/sindresorhus/awesome-nodejs,:zap: Delightful Node.js packages and resources
sway,FuelLabs,62165,1676,3501,178,0,Rust,3301,2451,74.25022720387761,https://github.com/FuelLabs/sway,🌴 Empowering everyone to build reliable and efficient smart contracts.
awesome-llm-apps,Shubhamsaboo,61572,481,132,0,0,Python,93,87,93.54838709677419,https://github.com/Shubhamsaboo/awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
docusaurus,facebook,61424,2986,5482,151,0,TypeScript,3319,3024,91.11178065682435,https://github.com/facebook/docusaurus,Easy to maintain open source documentation websites.
redux,reduxjs,61310,3738,1720,78,0,TypeScript,2062,2024,98.15712900096993,https://github.com/reduxjs/redux,A JS library for predictable global state management
Prompt-Engineering-Guide,dair-ai,61015,981,338,0,0,MDX,223,71,31.838565022421523,https://github.com/dair-ai/Prompt-Engineering-Guide,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering"
lodash,lodash,60871,4886,581,2,0,JavaScript,4312,4228,98.05194805194806,https://github.com/lodash/lodash,"A modern JavaScript utility library delivering modularity, performance, & extras."
atom,atom,60579,4963,3933,538,0,JavaScript,17111,16148,94.37204137689206,https://github.com/atom/atom,:atom: The hackable text editor
Front-end-Developer-Interview-Questions,h5bp,60521,4943,484,0,0,Nunjucks,177,143,80.7909604519774,https://github.com/h5bp/Front-end-Developer-Interview-Questions,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore."
architect-awesome,xingshaocheng,60402,2696,49,0,0,Unknown,71,22,30.985915492957744,https://github.com/xingshaocheng/architect-awesome,后端架构师技术图谱
open-interpreter,openinterpreter,60332,771,369,48,0,Python,1025,797,77.75609756097562,https://github.com/openinterpreter/open-interpreter,A natural language interface for computers
localstack,localstack,60225,3223,6235,94,0,Python,5997,5758,96.0146740036685,https://github.com/localstack/localstack,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline
alacritty,alacritty,60058,3474,1888,101,0,Rust,6123,5800,94.72480810060428,https://github.com/alacritty/alacritty,"A cross-platform, OpenGL terminal emulator."
llm-course,mlabonne,60039,797,1,0,0,Unknown,84,30,35.714285714285715,https://github.com/mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
prometheus,prometheus,60038,4655,7634,342,0,Go,6169,5646,91.52212676284648,https://github.com/prometheus/prometheus,The Prometheus monitoring system and time series database.
markdown-here,adam-p,60000,4850,27,17,0,JavaScript,629,329,52.30524642289348,https://github.com/adam-p/markdown-here,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending."
rustlings,rust-lang,59717,3630,915,46,0,Rust,736,689,93.61413043478261,https://github.com/rust-lang/rustlings,:crab: Small exercises to get you used to reading and writing Rust code!
ghidra,NationalSecurityAgency,59604,2367,524,45,0,Java,5535,4071,73.55013550135502,https://github.com/NationalSecurityAgency/ghidra,Ghidra is a software reverse engineering (SRE) framework
jquery,jquery,59549,5986,812,11,0,JavaScript,2365,2286,96.65961945031712,https://github.com/jquery/jquery,jQuery JavaScript Library
nerd-fonts,ryanoasis,59282,3914,550,38,0,CSS,1093,1062,97.16376944190301,https://github.com/ryanoasis/nerd-fonts,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more"
shadowsocks-windows,shadowsocks,58990,4604,290,55,0,C#,2912,2727,93.64697802197803,https://github.com/shadowsocks/shadowsocks-windows,A C# port of shadowsocks
tldr,tldr-pages,58961,4276,14716,6,0,Markdown,1527,1341,87.81925343811395,https://github.com/tldr-pages/tldr,📚 Collaborative cheatsheets for console commands
angular.js,angular,58756,5708,789,0,0,JavaScript,9040,8649,95.67477876106196,https://github.com/angular/angular.js,AngularJS - HTML enhanced for web apps!
spring-framework,spring-projects,58710,5372,871,341,0,Java,27116,26829,98.94158430446969,https://github.com/spring-projects/spring-framework,Spring Framework
llama,meta-llama,58672,921,53,0,0,Python,1096,652,59.48905109489051,https://github.com/meta-llama/llama,Inference code for Llama models
MetaGPT,FoundationAgents,58041,785,660,22,0,Python,870,854,98.16091954022988,https://github.com/FoundationAgents/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
scrapy,scrapy,58037,5661,2392,43,0,Python,3181,2714,85.31908204966992,https://github.com/scrapy/scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python."
nuxt,nuxt,58004,3223,6902,256,0,TypeScript,16677,15889,95.27492954368292,https://github.com/nuxt/nuxt,The Intuitive Vue Framework.
leetcode-master,youngyangyang04,57910,2079,2306,0,0,Shell,272,66,24.264705882352942,https://github.com/youngyangyang04/leetcode-master,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀 
uBlock,gorhill,57863,3796,252,277,0,JavaScript,3445,3432,99.62264150943396,https://github.com/gorhill/uBlock,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.
fuel-core,FuelLabs,57552,1821,1553,123,0,Rust,1112,970,87.23021582733813,https://github.com/FuelLabs/fuel-core,Rust full node implementation of the Fuel v2 protocol.
rails,rails,57332,6343,25157,149,0,Ruby,18199,17719,97.36249244463981,https://github.com/rails/rails,Ruby on Rails
html5-boilerplate,h5bp,57128,5689,790,34,0,JavaScript,1354,1346,99.40915805022156,https://github.com/h5bp/html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites."
awesome-flutter,Solido,56942,3030,444,0,0,Dart,0,0,0,https://github.com/Solido/awesome-flutter,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more."
LLaMA-Factory,hiyouga,56632,818,694,34,0,Python,7339,6751,91.98800926556751,https://github.com/hiyouga/LLaMA-Factory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
nocodb,nocodb,56585,2854,5305,174,0,TypeScript,4236,3609,85.19830028328612,https://github.com/nocodb/nocodb,🔥 🔥 🔥 Open Source Airtable Alternative
private-gpt,zylon-ai,56506,844,224,10,0,Python,1213,961,79.22506183017313,https://github.com/zylon-ai/private-gpt,"Interact with your documents using the power of GPT, 100% privately, no data leaks"
DeepLearning-500-questions,scutan90,56476,2614,302,0,0,JavaScript,191,81,42.40837696335078,https://github.com/scutan90/DeepLearning-500-questions,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06
drawio-desktop,jgraph,56430,3011,20,159,0,JavaScript,1637,1573,96.09040928527794,https://github.com/jgraph/drawio-desktop,Official electron build of draw.io
you-get,soimort,56359,4751,582,123,0,Python,0,0,0,https://github.com/soimort/you-get,:arrow_double_down: Dumb downloader that scrapes the web
mkcert,FiloSottile,56216,2616,52,14,0,Go,344,239,69.47674418604652,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.
traefik,traefik,56184,3631,4705,481,0,Go,6352,5711,89.90869017632241,https://github.com/traefik/traefik,The Cloud Native Application Proxy
git,git,56165,6240,3,0,0,C,0,0,0,https://github.com/git/git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
vllm,vllm-project,56092,926,8753,73,0,Python,10354,8543,82.50917519799111,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs
awesome-chatgpt-prompts-zh,PlexPt,56012,985,33,0,0,Unknown,96,58,60.416666666666664,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。
gatsby,gatsbyjs,55919,3746,18184,149,0,JavaScript,14119,13904,98.47722926552872,https://github.com/gatsbyjs/gatsby,"The best React-based framework with performance, scalability and security built in."
openpilot,commaai,55881,3194,11781,58,0,Python,3061,2930,95.7203528258739,https://github.com/commaai/openpilot,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars."
leetcode,azl397985856,55577,2703,257,40,0,JavaScript,257,248,96.49805447470817,https://github.com/azl397985856/leetcode,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。)
Magisk,topjohnwu,55442,3271,1618,151,0,Kotlin,6262,6225,99.40913446183328,https://github.com/topjohnwu/Magisk,The Magic Mask for Android
react-router,remix-run,55399,4116,3194,311,0,TypeScript,8149,8049,98.77285556510002,https://github.com/remix-run/react-router,Declarative routing for React
face_recognition,ageitgey,55303,3094,94,2,0,Python,1370,595,43.43065693430657,https://github.com/ageitgey/face_recognition,The world's simplest facial recognition api for Python and the command line
yolov5,ultralytics,55079,1923,2207,10,0,Python,9430,9173,97.27465535524921,https://github.com/ultralytics/yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite
Real-Time-Voice-Cloning,CorentinJ,54905,2281,48,0,0,Python,1101,896,81.38056312443234,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time
minio,minio,54767,3873,9855,519,0,Go,7811,7776,99.55191396748175,https://github.com/minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license."
gpt-engineer,AntonOsika,54762,847,350,20,0,Python,501,470,93.812375249501,https://github.com/AntonOsika/gpt-engineer,CLI platform to experiment with codegen. Precursor to: https://lovable.dev
ripgrep,BurntSushi,54711,3452,516,72,0,Rust,1711,1579,92.28521332554061,https://github.com/BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore
AFFiNE,toeverything,54505,1118,8710,574,0,TypeScript,3016,2733,90.61671087533156,https://github.com/toeverything/AFFiNE,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. "
faceswap,deepfakes,54434,2804,357,4,0,Python,881,847,96.14074914869465,https://github.com/deepfakes/faceswap,Deepfakes Software For All
zustand,pmndrs,54287,2328,808,98,0,TypeScript,690,688,99.71014492753623,https://github.com/pmndrs/zustand,🐻 Bear necessities for state management in React
element,ElemeFE,54241,3276,3231,145,1,Vue,17864,15250,85.36721898790864,https://github.com/ElemeFE/element,A Vue.js 2.0 UI Toolkit for Web
bat,sharkdp,54085,2681,1468,41,0,Rust,1518,1193,78.59025032938077,https://github.com/sharkdp/bat,A cat(1) clone with wings.
ChatGPT,lencx,54046,990,123,34,0,Rust,1200,361,30.083333333333336,https://github.com/lencx/ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
project-layout,golang-standards,53560,2905,90,0,0,Makefile,112,44,39.285714285714285,https://github.com/golang-standards/project-layout,Standard Go Project Layout
awesome-android-ui,wasabeef,53463,3895,90,0,0,Unknown,114,94,82.45614035087719,https://github.com/wasabeef/awesome-android-ui,A curated list of awesome Android UI/UX libraries
rich,Textualize,53430,2113,836,170,0,Python,1430,1223,85.52447552447553,https://github.com/Textualize/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.
normalize.css,necolas,53360,5225,56,0,0,CSS,517,461,89.16827852998065,https://github.com/necolas/normalize.css,A modern alternative to CSS resets
hackingtool,Z4nzu,53342,1960,56,0,0,Python,373,321,86.05898123324397,https://github.com/Z4nzu/hackingtool,ALL IN ONE Hacking Tool For Hackers
requests,psf,53199,5304,1591,14,0,Python,4061,3861,95.0751046540261,https://github.com/psf/requests,"A simple, yet elegant, HTTP library."
maybe,maybe-finance,53158,599,1073,28,0,Ruby,0,0,0,https://github.com/maybe-finance/maybe,The personal finance app for everyone
pi-hole,pi-hole,53030,4094,2106,118,0,Shell,3082,3043,98.73458792991563,https://github.com/pi-hole/pi-hole,A black hole for Internet advertisements
astro,withastro,52979,1621,7328,1000,0,TypeScript,5568,5420,97.3419540229885,https://github.com/withastro/astro,The web framework for content-driven websites. ⭐️ Star to support our work!
PaddleOCR,PaddlePaddle,52924,1933,2961,24,0,Python,9902,9764,98.60634215310039,https://github.com/PaddlePaddle/PaddleOCR,"Awesome multilingual OCR and Document Parsing toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)"
meilisearch,meilisearch,52895,2679,2148,266,0,Rust,2308,2097,90.8578856152513,https://github.com/meilisearch/meilisearch,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.
FFmpeg,FFmpeg,52488,5245,16,0,0,C,0,0,0,https://github.com/FFmpeg/FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git
appwrite,appwrite,52425,2329,3847,112,0,TypeScript,4090,3463,84.66992665036675,https://github.com/appwrite/appwrite,Build like a team of hundreds_
rclone,rclone,52213,4178,2119,115,0,Go,5791,4819,83.21533413918148,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files"
awesome-rust,rust-unofficial,52199,4055,1570,0,0,Rust,142,132,92.95774647887323,https://github.com/rust-unofficial/awesome-rust,A curated list of Rust code and resources.
github-cheat-sheet,tiimgreen,52134,4151,129,0,0,Unknown,71,48,67.6056338028169,https://github.com/tiimgreen/github-cheat-sheet,A list of cool features of Git and GitHub.
material-design-icons,google,51998,3971,50,16,0,Unknown,1531,1159,75.70215545395168,https://github.com/google/material-design-icons,Material Design icons by Google (Material Symbols)
ionic-framework,ionic-team,51997,4385,6304,914,0,TypeScript,22058,21482,97.38870251156044,https://github.com/ionic-team/ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript."
dive,wagoodman,51792,2659,164,28,0,Go,359,202,56.26740947075209,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image
pdf.js,mozilla,51656,5233,8092,76,0,JavaScript,10277,9873,96.06889169991243,https://github.com/mozilla/pdf.js,PDF Reader in JavaScript
segment-anything,facebookresearch,51620,883,15,0,0,Jupyter Notebook,703,178,25.320056899004268,https://github.com/facebookresearch/segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
crawl4ai,unclecode,51442,471,89,8,0,Python,796,648,81.4070351758794,https://github.com/unclecode/crawl4ai,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN"
core,vuejs,51379,2629,3236,246,0,TypeScript,5776,5105,88.38296398891967,https://github.com/vuejs/core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web."
firecrawl,firecrawl,51315,494,819,23,0,TypeScript,681,533,78.26725403817915,https://github.com/firecrawl/firecrawl,The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data 🔥
Docker-OSX,sickcodes,51229,1906,107,0,0,Shell,667,282,42.27886056971514,https://github.com/sickcodes/Docker-OSX,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.
Semantic-UI,Semantic-Org,51193,4519,355,154,0,JavaScript,6235,5268,84.49077786688052,https://github.com/Semantic-Org/Semantic-UI,Semantic is a UI component framework based around useful principles from natural language.
kotlin,JetBrains,51139,4939,2064,266,0,Kotlin,0,0,0,https://github.com/JetBrains/kotlin,The Kotlin Programming Language. 
trackerslist,ngosang,51098,3408,1,0,0,Unknown,485,479,98.76288659793815,https://github.com/ngosang/trackerslist,Updated list of public BitTorrent trackers
OpenBB,OpenBB-finance,51063,1707,4114,46,0,Python,2245,2208,98.35189309576838,https://github.com/OpenBB-finance/OpenBB,"Financial data platform for analysts, quants and AI agents."
guava,google,51035,4104,1013,56,0,Java,3620,2992,82.65193370165746,https://github.com/google/guava,Google core libraries for Java
marktext,marktext,51026,2841,939,36,0,JavaScript,2913,1637,56.1963611397185,https://github.com/marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows."
joplin,laurent22,50937,3140,4411,386,0,TypeScript,7253,6709,92.49965531504205,https://github.com/laurent22/joplin,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS."
prettier,prettier,50866,3188,8876,127,0,JavaScript,6958,5736,82.43748203506755,https://github.com/prettier/prettier,Prettier is an opinionated code formatter.
starship,starship,50712,2335,2901,135,0,Rust,2510,1774,70.67729083665338,https://github.com/starship/starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
powerlevel10k,romkatv,50628,2371,167,33,0,Shell,2572,2466,95.8786936236392,https://github.com/romkatv/powerlevel10k,A Zsh theme
jekyll,jekyll,50508,6151,3188,112,0,Ruby,4897,4781,97.63120277721053,https://github.com/jekyll/jekyll,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby
grok-1,xai-org,50407,524,5,0,0,Python,0,0,0,https://github.com/xai-org/grok-1,Grok open release
Ghost,TryGhost,50374,4494,14280,903,0,JavaScript,7132,7066,99.07459338194055,https://github.com/TryGhost/Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters."
gitea,go-gitea,50280,3217,17778,216,0,Go,14900,12301,82.55704697986576,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD"
